,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),T,RH,AH,PT08.S4(NO2)
6689,6912,1630.0,33.1,1622.0,421.0,2238.0,8.0,45.9,0.4936,1757.0
6690,6913,1704.0,36.1,1689.0,402.0,2480.0,7.1,50.3,0.51,1820.0
6691,6914,1701.0,36.3,1692.0,402.0,2415.0,6.2,56.9,0.5419,1832.0
6692,6915,1564.0,26.3,1462.0,472.0,2181.0,6.3,57.9,0.5575,1574.0
6693,6916,1441.0,20.6,1314.0,517.0,2051.0,6.2,56.8,0.5421,1389.0
6694,6917,1376.0,17.0,1209.0,549.0,2041.0,6.1,54.7,0.5201,1283.0
6695,6918,1412.0,17.2,1216.0,543.0,2059.0,6.0,55.6,0.5244,1300.0
6696,6919,1352.0,14.6,1137.0,567.0,2016.0,5.1,59.0,0.5248,1234.0
6697,6920,1285.0,12.1,1052.0,605.0,1967.0,5.1,58.4,0.517,1164.0
6698,6921,1263.0,10.5,997.0,625.0,1960.0,4.7,60.8,0.5232,1140.0
6699,6922,1200.0,8.7,929.0,664.0,1847.0,4.2,63.1,0.5259,1082.0
6700,6923,1187.0,8.8,931.0,669.0,1792.0,4.3,64.1,0.537,1093.0
6701,6924,1166.0,8.2,909.0,691.0,1680.0,4.8,61.9,0.537,1079.0
6702,6925,1209.0,9.5,958.0,666.0,1662.0,5.3,61.1,0.5499,1124.0
6703,6926,1349.0,14.6,1136.0,575.0,1810.0,5.7,61.3,0.5657,1299.0
6704,6927,1458.0,20.4,1307.0,497.0,2103.0,6.1,60.5,0.5719,1483.0
6705,6928,1462.0,18.8,1263.0,510.0,2082.0,6.7,59.7,0.589,1421.0
6706,6929,1448.0,18.8,1263.0,511.0,1971.0,7.2,58.6,0.5986,1428.0
6707,6930,1419.0,18.5,1254.0,524.0,1950.0,8.0,55.9,0.6018,1406.0
6708,6931,1561.0,24.8,1425.0,465.0,2101.0,9.8,52.4,0.6349,1624.0
6709,6932,1558.0,22.9,1375.0,471.0,2112.0,10.5,51.1,0.6503,1563.0
6710,6933,1438.0,16.9,1208.0,528.0,1962.0,10.8,52.4,0.6767,1405.0
6711,6934,1532.0,22.2,1356.0,474.0,2033.0,10.6,55.3,0.7058,1610.0
6712,6935,1522.0,21.5,1337.0,479.0,2034.0,10.4,57.0,0.7167,1578.0
6713,6936,1514.0,21.5,1338.0,474.0,2018.0,10.2,58.3,0.7256,1598.0
6714,6942,1505.0,15.6,1168.0,525.0,2066.0,9.4,66.1,0.7816,1447.0
6715,6943,1458.0,14.2,1123.0,540.0,2030.0,9.6,65.9,0.7869,1395.0
6716,6944,1431.0,13.5,1100.0,553.0,1913.0,9.5,66.2,0.7882,1385.0
6717,6945,1366.0,11.4,1027.0,583.0,1901.0,9.2,67.3,0.7851,1328.0
6718,6946,1332.0,10.5,997.0,601.0,1783.0,9.1,68.7,0.7925,1304.0
6719,6947,1243.0,8.6,924.0,648.0,1534.0,9.0,69.8,0.8039,1250.0
6720,6948,1251.0,8.6,924.0,644.0,1568.0,8.9,70.5,0.8056,1246.0
6721,6949,1259.0,9.1,944.0,631.0,1622.0,8.9,70.4,0.8074,1267.0
6722,6950,1268.0,8.6,926.0,645.0,1628.0,9.1,69.6,0.8045,1247.0
6723,6951,1288.0,9.4,956.0,623.0,1553.0,9.0,70.8,0.8173,1272.0
6724,6952,1410.0,11.0,1015.0,594.0,1769.0,9.8,68.6,0.8324,1319.0
6725,6953,1374.0,10.6,999.0,598.0,1776.0,10.2,67.3,0.8373,1316.0
6726,6954,1458.0,13.2,1090.0,553.0,1898.0,10.7,65.0,0.8378,1383.0
6727,6955,1609.0,18.1,1243.0,505.0,2100.0,11.4,62.9,0.8454,1491.0
6728,6956,1424.0,13.2,1090.0,566.0,1896.0,12.2,61.1,0.8652,1351.0
6729,6957,1331.0,9.7,966.0,633.0,1745.0,12.1,61.8,0.8723,1266.0
6730,6958,1434.0,13.3,1093.0,561.0,1893.0,11.7,65.6,0.898,1366.0
6731,6959,1542.0,15.4,1161.0,531.0,1972.0,11.4,67.9,0.9119,1435.0
6732,6960,1651.0,17.8,1234.0,501.0,2020.0,11.2,70.8,0.9386,1513.0
6733,6961,1633.0,18.0,1240.0,496.0,1906.0,10.9,75.9,0.9868,1555.0
6734,6962,1739.0,21.3,1333.0,460.0,1832.0,11.3,78.3,1.0455,1689.0
6735,6963,1523.0,14.5,1132.0,541.0,1470.0,10.3,82.8,1.0369,1488.0
6736,6964,1543.0,15.8,1174.0,521.0,1494.0,10.4,82.5,1.0406,1542.0
6737,6965,1469.0,13.1,1086.0,564.0,1394.0,11.0,81.7,1.0727,1485.0
6738,6966,1271.0,7.7,886.0,688.0,1113.0,11.7,79.8,1.0964,1321.0
6739,6967,1161.0,6.0,810.0,775.0,958.0,11.6,80.0,1.0924,1281.0
6740,6968,1053.0,3.5,680.0,890.0,807.0,11.3,80.1,1.0741,1166.0
6741,6969,916.0,1.5,541.0,1143.0,536.0,11.7,74.1,1.0167,1064.0
6742,6970,900.0,1.2,522.0,1242.0,471.0,10.8,78.7,1.0202,1070.0
6743,6971,855.0,0.8,479.0,1319.0,450.0,10.7,81.5,1.0497,1068.0
6744,6972,848.0,0.7,464.0,1425.0,438.0,10.9,80.3,1.0444,1062.0
6745,6973,873.0,0.9,485.0,1305.0,512.0,10.7,80.7,1.0377,1083.0
6746,6974,945.0,1.8,569.0,1140.0,632.0,10.5,81.8,1.0416,1135.0
6747,6975,1003.0,2.5,618.0,1003.0,754.0,10.4,82.9,1.0419,1159.0
6748,6976,1041.0,3.1,659.0,908.0,792.0,10.6,82.1,1.0451,1188.0
6749,6977,1036.0,3.5,685.0,942.0,776.0,11.5,72.6,0.9846,1168.0
6750,6978,1124.0,5.7,799.0,775.0,969.0,12.8,65.5,0.964,1231.0
6751,6979,1130.0,5.8,803.0,772.0,975.0,13.9,60.9,0.9644,1230.0
6752,6980,991.0,2.7,632.0,981.0,637.0,14.9,57.9,0.9726,1114.0
6753,6981,988.0,2.2,596.0,1056.0,541.0,14.8,63.5,1.0592,1118.0
6754,6982,1163.0,5.8,801.0,772.0,876.0,13.6,68.9,1.0699,1288.0
6755,6983,1226.0,6.9,853.0,725.0,1029.0,13.6,68.9,1.0661,1307.0
6756,6984,1286.0,9.1,942.0,687.0,1103.0,13.5,67.1,1.0357,1362.0
6757,6985,1423.0,14.0,1116.0,553.0,1369.0,12.3,75.4,1.0768,1531.0
6758,6986,1408.0,13.1,1088.0,560.0,1381.0,11.7,80.0,1.0938,1504.0
6759,6987,1178.0,7.2,866.0,700.0,1094.0,11.8,82.7,1.1381,1342.0
6760,6988,985.0,3.8,701.0,877.0,835.0,11.8,77.5,1.0741,1187.0
6761,6989,1113.0,5.2,776.0,828.0,881.0,12.0,72.3,1.0095,1217.0
6762,6990,1178.0,7.4,873.0,700.0,987.0,11.2,79.6,1.0587,1328.0
6763,6991,1024.0,3.9,705.0,876.0,807.0,11.5,74.2,1.0063,1168.0
6764,6992,954.0,2.7,630.0,988.0,664.0,11.6,68.9,0.9411,1107.0
6765,6993,875.0,1.5,548.0,1165.0,525.0,11.5,67.4,0.9106,1049.0
6766,6994,877.0,1.3,526.0,1171.0,496.0,11.7,64.6,0.8888,1023.0
6767,6995,826.0,0.7,465.0,1322.0,433.0,11.9,61.1,0.8527,978.0
6768,6996,862.0,1.4,535.0,1193.0,524.0,12.5,57.3,0.8269,1020.0
6769,6997,938.0,3.0,653.0,970.0,747.0,12.3,60.1,0.8562,1100.0
6770,6998,1205.0,9.1,943.0,688.0,1052.0,11.5,68.7,0.9302,1361.0
6771,6999,1171.0,10.0,978.0,637.0,1092.0,12.5,63.2,0.9113,1374.0
6772,7000,1131.0,8.6,926.0,684.0,1036.0,12.9,63.2,0.9335,1324.0
6773,7001,1074.0,6.4,832.0,748.0,934.0,13.5,59.9,0.9261,1230.0
6774,7002,1062.0,6.2,822.0,764.0,917.0,13.4,61.3,0.9379,1228.0
6775,7003,1045.0,5.7,800.0,796.0,839.0,14.4,57.1,0.9309,1193.0
6776,7004,1034.0,5.0,763.0,840.0,761.0,15.0,57.2,0.9698,1192.0
6777,7005,1186.0,8.0,899.0,695.0,926.0,12.4,72.6,1.0422,1332.0
6778,7006,1256.0,10.5,996.0,625.0,1104.0,12.8,73.6,1.0851,1417.0
6779,7007,1138.0,6.9,854.0,735.0,911.0,13.3,68.2,1.0356,1276.0
6780,7008,1138.0,7.8,891.0,721.0,918.0,13.4,66.6,1.0187,1295.0
6781,7009,1114.0,8.0,899.0,710.0,948.0,13.3,63.6,0.9661,1279.0
6782,7010,1107.0,8.1,905.0,705.0,966.0,12.9,62.4,0.9258,1288.0
6783,7011,1117.0,7.5,876.0,706.0,1057.0,12.4,64.7,0.9266,1264.0
6784,7012,1090.0,6.0,812.0,753.0,1001.0,12.1,65.6,0.9222,1213.0
6785,7013,954.0,3.2,665.0,916.0,777.0,11.3,69.8,0.932,1119.0
6786,7014,987.0,4.1,715.0,884.0,797.0,11.0,68.7,0.9001,1145.0
6787,7015,969.0,3.1,659.0,945.0,691.0,11.1,65.3,0.8601,1082.0
6788,7016,939.0,2.9,648.0,949.0,680.0,10.2,66.9,0.8323,1084.0
6789,7017,961.0,3.0,654.0,925.0,755.0,9.5,70.1,0.8343,1084.0
6790,7018,916.0,2.5,623.0,962.0,725.0,9.8,69.4,0.8397,1064.0
6791,7019,835.0,0.9,484.0,1266.0,432.0,10.7,62.5,0.802,961.0
6792,7020,885.0,1.8,572.0,1081.0,612.0,10.4,64.8,0.8138,1031.0
6793,7021,1088.0,6.6,839.0,760.0,951.0,9.7,73.1,0.8772,1236.0
6794,7022,1358.0,15.3,1158.0,529.0,1326.0,9.3,77.0,0.9018,1537.0
6795,7023,1456.0,23.4,1389.0,443.0,1504.0,9.1,77.1,0.8947,1808.0
6796,7024,1274.0,15.3,1159.0,545.0,1326.0,10.6,67.9,0.8666,1493.0
6797,7025,1092.0,9.2,946.0,691.0,1043.0,12.7,56.7,0.8304,1234.0
6798,7026,1111.0,10.4,993.0,662.0,1058.0,13.0,53.9,0.8029,1287.0
6799,7027,1177.0,14.8,1143.0,574.0,1205.0,13.9,49.0,0.7727,1443.0
6800,7028,1199.0,14.6,1138.0,581.0,1203.0,14.4,49.2,0.8027,1452.0
6801,7029,1121.0,10.7,1003.0,656.0,1058.0,14.3,48.6,0.79,1323.0
6802,7030,1252.0,15.5,1164.0,559.0,1257.0,13.6,52.8,0.8177,1474.0
6803,7031,1233.0,14.9,1144.0,575.0,1271.0,13.1,54.3,0.8167,1436.0
6804,7032,1215.0,12.4,1063.0,616.0,1214.0,12.4,59.3,0.853,1370.0
6805,7033,1193.0,11.2,1020.0,645.0,1135.0,12.1,61.5,0.8677,1340.0
6806,7034,1195.0,11.3,1026.0,637.0,1150.0,12.0,60.8,0.852,1342.0
6807,7035,1301.0,12.9,1080.0,579.0,1248.0,11.0,73.8,0.9677,1435.0
6808,7036,1126.0,6.4,828.0,722.0,955.0,9.6,82.9,0.99,1250.0
6809,7037,1013.0,3.6,687.0,872.0,726.0,8.6,83.5,0.9372,1135.0
6810,7038,982.0,2.9,645.0,922.0,708.0,8.7,83.0,0.9393,1107.0
6811,7039,970.0,2.8,642.0,922.0,704.0,8.8,81.2,0.9214,1107.0
6812,7040,959.0,2.8,637.0,958.0,667.0,8.9,79.0,0.9032,1107.0
6813,7041,925.0,2.2,598.0,978.0,662.0,9.0,76.5,0.8828,1079.0
6814,7042,847.0,1.0,502.0,1198.0,508.0,9.0,75.8,0.8721,1020.0
6815,7043,885.0,1.4,534.0,1144.0,529.0,9.1,73.9,0.8576,1036.0
6816,7044,883.0,1.6,549.0,1019.0,607.0,9.4,70.9,0.8386,1025.0
6817,7045,892.0,2.0,587.0,1070.0,623.0,10.1,65.9,0.8148,1041.0
6818,7046,970.0,3.4,678.0,916.0,732.0,10.1,64.6,0.7967,1101.0
6819,7047,904.0,2.9,644.0,949.0,697.0,9.3,64.7,0.7575,1036.0
6820,7048,919.0,3.0,652.0,953.0,712.0,9.9,61.3,0.7499,1045.0
6821,7049,929.0,3.3,668.0,937.0,696.0,10.6,59.9,0.7674,1054.0
6822,7050,938.0,4.3,729.0,874.0,702.0,11.1,55.3,0.7325,1060.0
6823,7051,971.0,5.5,786.0,812.0,796.0,12.0,49.3,0.69,1086.0
6824,7052,914.0,4.5,739.0,870.0,714.0,11.6,46.8,0.6397,1025.0
6825,7053,892.0,4.1,719.0,918.0,635.0,12.0,44.0,0.6169,1019.0
6826,7054,913.0,4.5,735.0,905.0,706.0,11.8,44.3,0.6141,1024.0
6827,7055,928.0,4.9,759.0,871.0,775.0,11.3,45.4,0.6063,1040.0
6828,7056,1035.0,9.0,941.0,734.0,965.0,11.3,44.1,0.5909,1175.0
6829,7057,1033.0,9.0,939.0,729.0,979.0,11.2,45.1,0.5971,1159.0
6830,7058,990.0,7.2,865.0,764.0,902.0,10.8,47.3,0.6122,1130.0
6831,7059,934.0,4.7,750.0,891.0,798.0,10.7,47.7,0.6127,1035.0
6832,7060,881.0,3.3,670.0,979.0,697.0,10.5,46.9,0.5956,978.0
6833,7061,855.0,2.7,631.0,1033.0,626.0,10.2,45.4,0.5632,932.0
6834,7062,832.0,2.2,598.0,1122.0,537.0,9.7,46.0,0.5546,912.0
6835,7063,848.0,2.8,639.0,1057.0,574.0,9.8,45.2,0.5489,929.0
6836,7064,806.0,1.8,567.0,1163.0,490.0,9.4,45.4,0.5355,878.0
6837,7065,796.0,1.5,545.0,1210.0,450.0,9.3,44.0,0.5153,853.0
6838,7066,777.0,0.9,493.0,1247.0,438.0,8.8,45.2,0.5134,828.0
6839,7067,785.0,1.1,505.0,1226.0,428.0,8.7,45.6,0.5128,829.0
6840,7068,766.0,0.7,470.0,1317.0,404.0,8.5,44.8,0.498,810.0
6841,7069,808.0,1.4,534.0,1243.0,480.0,8.7,43.4,0.4905,853.0
6842,7070,975.0,6.2,822.0,852.0,876.0,8.5,43.6,0.4865,1049.0
6843,7071,943.0,6.1,816.0,828.0,868.0,8.8,42.0,0.4773,1033.0
6844,7072,886.0,5.0,764.0,920.0,740.0,10.8,35.1,0.4549,946.0
6845,7073,861.0,4.1,716.0,973.0,628.0,11.7,34.4,0.4712,921.0
6846,7074,881.0,4.4,734.0,961.0,636.0,12.6,31.7,0.4613,925.0
6847,7075,855.0,4.6,741.0,965.0,616.0,12.5,30.3,0.4367,901.0
6848,7076,855.0,4.3,725.0,983.0,613.0,11.4,32.8,0.4424,898.0
6849,7077,844.0,3.6,689.0,1040.0,545.0,12.1,31.1,0.4383,867.0
6850,7078,900.0,5.6,794.0,906.0,710.0,12.3,29.7,0.4226,930.0
6851,7079,883.0,4.8,751.0,962.0,661.0,9.8,36.4,0.4414,922.0
6852,7080,994.0,8.1,903.0,781.0,922.0,9.3,40.8,0.4781,1079.0
6853,7081,927.0,5.2,774.0,883.0,755.0,8.6,45.1,0.5038,976.0
6854,7082,1078.0,10.2,987.0,718.0,1015.0,9.3,41.7,0.4884,1152.0
6855,7083,952.0,5.5,788.0,849.0,876.0,8.7,44.3,0.4998,1018.0
6856,7084,882.0,3.1,660.0,991.0,727.0,8.0,47.6,0.5113,922.0
6857,7085,924.0,4.2,724.0,946.0,781.0,7.7,47.2,0.4975,969.0
6858,7086,987.0,6.2,823.0,827.0,893.0,7.2,50.2,0.5118,1027.0
6859,7087,930.0,4.8,752.0,889.0,820.0,6.9,50.3,0.5029,981.0
6860,7088,861.0,3.0,654.0,995.0,632.0,6.7,50.7,0.4998,919.0
6861,7089,783.0,1.2,522.0,1241.0,458.0,7.6,46.4,0.4869,832.0
6862,7090,744.0,0.4,431.0,1539.0,345.0,7.4,45.7,0.4714,778.0
6863,7091,753.0,0.4,426.0,1568.0,337.0,6.9,49.3,0.4913,792.0
6864,7092,787.0,0.6,452.0,1400.0,370.0,7.8,48.1,0.5095,823.0
6865,7093,820.0,1.1,506.0,1221.0,466.0,8.1,47.8,0.5157,871.0
6866,7094,840.0,1.6,552.0,1152.0,510.0,8.5,46.7,0.5191,893.0
6867,7095,897.0,3.1,656.0,953.0,641.0,8.9,44.1,0.5039,964.0
6868,7096,989.0,5.6,793.0,815.0,862.0,9.4,42.5,0.5038,1052.0
6869,7097,909.0,4.5,737.0,909.0,753.0,10.8,36.3,0.4712,941.0
6870,7098,865.0,3.8,697.0,1002.0,589.0,11.9,30.6,0.4264,883.0
6871,7099,924.0,6.2,821.0,899.0,704.0,12.2,29.7,0.4205,955.0
6872,7100,912.0,5.6,794.0,885.0,731.0,12.0,31.1,0.434,943.0
6873,7101,872.0,4.1,717.0,991.0,592.0,12.7,28.4,0.416,882.0
6874,7102,917.0,5.6,794.0,907.0,740.0,13.3,27.5,0.4185,946.0
6875,7103,962.0,7.6,883.0,818.0,896.0,11.4,30.8,0.4148,996.0
6876,7104,932.0,6.1,817.0,883.0,854.0,9.8,34.0,0.4112,942.0
6877,7105,930.0,5.3,781.0,933.0,866.0,9.3,33.6,0.3958,906.0
6878,7106,962.0,5.3,780.0,919.0,884.0,9.6,32.3,0.3871,909.0
6879,7107,974.0,5.5,790.0,915.0,951.0,9.1,32.5,0.3766,895.0
6880,7108,1055.0,5.6,791.0,845.0,1195.0,9.1,37.2,0.431,936.0
6881,7109,1003.0,4.6,744.0,882.0,1138.0,7.8,38.4,0.4085,899.0
6882,7110,1046.0,4.2,724.0,848.0,1201.0,8.2,40.1,0.4375,898.0
6883,7111,1275.0,8.8,930.0,649.0,1617.0,5.3,50.7,0.4564,1024.0
6884,7112,1173.0,7.5,878.0,738.0,1355.0,5.9,50.0,0.4689,1002.0
6885,7113,1163.0,7.6,881.0,748.0,1296.0,4.9,53.9,0.4693,1001.0
6886,7114,1054.0,5.6,791.0,830.0,1131.0,4.3,55.3,0.465,967.0
6887,7115,1004.0,4.8,753.0,879.0,1036.0,4.2,57.1,0.4759,942.0
6888,7116,1001.0,5.3,777.0,859.0,1009.0,3.5,58.3,0.4636,954.0
6889,7117,974.0,4.5,736.0,888.0,966.0,3.0,60.7,0.4667,945.0
6890,7118,915.0,3.0,653.0,973.0,901.0,2.6,63.2,0.4721,905.0
6891,7119,939.0,3.0,649.0,996.0,879.0,3.9,59.0,0.4807,897.0
6892,7120,973.0,4.7,748.0,878.0,991.0,4.7,57.2,0.4932,968.0
6893,7121,1011.0,5.4,782.0,846.0,1019.0,6.8,48.6,0.4822,992.0
6894,7122,1097.0,7.4,875.0,778.0,1151.0,8.6,43.6,0.4887,1080.0
6895,7123,1149.0,8.4,914.0,742.0,1242.0,9.5,41.2,0.4908,1072.0
6896,7124,1117.0,8.9,934.0,721.0,1206.0,10.9,35.9,0.468,1075.0
6897,7125,1085.0,7.9,896.0,760.0,1138.0,12.5,32.3,0.467,1049.0
6898,7126,1102.0,7.7,885.0,772.0,1142.0,12.8,32.6,0.4814,1051.0
6899,7127,1281.0,12.1,1053.0,659.0,1438.0,10.9,39.7,0.5166,1192.0
6900,7128,1472.0,16.6,1198.0,555.0,1735.0,9.0,51.8,0.5961,1344.0
6901,7129,1328.0,11.4,1029.0,637.0,1611.0,8.1,54.1,0.5882,1188.0
6902,7130,1198.0,7.9,897.0,720.0,1436.0,7.8,54.6,0.5786,1072.0
6903,7131,1176.0,8.1,905.0,718.0,1389.0,6.2,59.6,0.5698,1104.0
6904,7132,1118.0,6.4,830.0,765.0,1313.0,5.7,59.9,0.5523,1058.0
6905,7133,1091.0,5.2,773.0,820.0,1232.0,5.6,59.7,0.5463,1003.0
6906,7134,1078.0,5.2,775.0,809.0,1195.0,4.7,62.9,0.5424,1012.0
6907,7135,1043.0,4.3,726.0,875.0,1107.0,4.5,63.5,0.5411,972.0
6908,7136,992.0,3.6,685.0,916.0,1035.0,4.5,63.6,0.5414,963.0
6909,7137,1004.0,4.5,739.0,868.0,1030.0,3.1,70.0,0.5388,1004.0
6910,7138,947.0,3.3,673.0,929.0,929.0,3.2,68.3,0.531,974.0
6911,7139,923.0,2.7,634.0,984.0,875.0,3.1,69.2,0.5337,943.0
6912,7140,911.0,2.4,613.0,992.0,861.0,2.4,71.9,0.5288,934.0
6913,7141,924.0,2.6,629.0,994.0,852.0,3.1,68.7,0.5317,941.0
6914,7142,954.0,3.4,674.0,940.0,891.0,2.1,73.1,0.5289,981.0
6915,7143,960.0,3.9,704.0,887.0,947.0,3.3,68.2,0.5346,1003.0
6916,7144,1016.0,4.9,760.0,835.0,1016.0,4.1,65.8,0.5451,1044.0
6917,7145,1139.0,7.5,879.0,753.0,1201.0,6.6,56.6,0.5528,1092.0
6918,7146,1130.0,7.1,860.0,752.0,1218.0,8.0,51.2,0.5516,1058.0
6919,7147,1237.0,9.6,962.0,685.0,1385.0,10.3,44.9,0.5612,1138.0
6920,7148,1159.0,6.5,837.0,742.0,1311.0,12.3,41.7,0.5961,1087.0
6921,7149,1124.0,5.5,790.0,791.0,1206.0,13.5,41.3,0.6342,1071.0
6922,7150,1312.0,10.5,998.0,640.0,1473.0,13.4,43.1,0.66,1249.0
6923,7151,1246.0,8.9,936.0,665.0,1460.0,9.9,53.3,0.6504,1182.0
6924,7152,1232.0,8.8,931.0,674.0,1627.0,8.9,54.6,0.6226,1171.0
6925,7153,1286.0,10.5,996.0,644.0,1827.0,8.9,54.8,0.6244,1217.0
6926,7154,1347.0,13.0,1084.0,582.0,2004.0,8.3,58.2,0.6391,1290.0
6927,7207,1135.0,5.6,792.0,727.0,1151.0,9.5,69.5,0.8261,1170.0
6928,7208,1188.0,8.1,901.0,657.0,1185.0,9.1,70.9,0.8176,1261.0
6929,7209,1242.0,8.5,921.0,626.0,1374.0,8.1,72.1,0.7798,1219.0
6930,7210,1219.0,7.7,889.0,649.0,1405.0,7.9,72.1,0.7679,1186.0
6931,7211,1187.0,6.8,850.0,653.0,1383.0,7.6,72.7,0.7598,1169.0
6932,7212,1225.0,8.1,904.0,644.0,1460.0,7.5,71.7,0.7439,1194.0
6933,7213,1333.0,11.1,1019.0,576.0,1612.0,7.9,70.6,0.7562,1275.0
6934,7214,1489.0,16.4,1193.0,497.0,1776.0,8.6,69.0,0.7732,1475.0
6935,7215,1596.0,21.6,1341.0,436.0,1991.0,9.1,67.5,0.7831,1672.0
6936,7216,1585.0,19.3,1277.0,456.0,1944.0,9.8,65.8,0.7967,1567.0
6937,7217,1674.0,22.9,1376.0,438.0,2098.0,11.2,61.9,0.8226,1643.0
6938,7218,1741.0,25.3,1438.0,416.0,2159.0,12.8,60.1,0.882,1741.0
6939,7219,1680.0,25.2,1434.0,417.0,2005.0,13.4,62.4,0.9513,1790.0
6940,7220,1295.0,13.2,1090.0,553.0,1441.0,14.3,61.2,0.9941,1479.0
6941,7221,1288.0,13.9,1112.0,560.0,1380.0,14.6,59.6,0.9824,1492.0
6942,7222,1281.0,13.8,1111.0,553.0,1409.0,14.2,60.0,0.9684,1483.0
6943,7223,1310.0,13.5,1099.0,559.0,1445.0,13.8,62.6,0.9862,1481.0
6944,7224,1276.0,13.5,1099.0,559.0,1388.0,13.6,64.0,0.9891,1504.0
6945,7225,1312.0,15.0,1148.0,532.0,1411.0,13.4,64.5,0.9865,1525.0
6946,7226,1332.0,14.9,1146.0,539.0,1377.0,13.5,64.7,0.9971,1523.0
6947,7227,1248.0,11.9,1046.0,588.0,1316.0,13.4,65.3,0.9967,1404.0
6948,7228,1182.0,9.2,947.0,643.0,1210.0,13.2,64.5,0.9732,1334.0
6949,7229,1059.0,6.0,810.0,764.0,1002.0,13.2,62.3,0.9392,1200.0
6950,7230,1056.0,5.6,795.0,783.0,896.0,12.5,63.7,0.9196,1187.0
6951,7231,1064.0,5.4,785.0,769.0,946.0,12.3,64.6,0.9229,1184.0
6952,7232,1059.0,5.4,783.0,781.0,877.0,12.5,63.8,0.9244,1188.0
6953,7233,991.0,3.5,681.0,874.0,718.0,12.6,62.7,0.9121,1125.0
6954,7234,950.0,2.5,622.0,960.0,643.0,12.0,64.6,0.906,1093.0
6955,7235,1005.0,3.4,679.0,875.0,745.0,10.7,69.5,0.8919,1120.0
6956,7236,939.0,1.8,568.0,1037.0,656.0,12.4,62.6,0.8994,1054.0
6957,7237,961.0,2.6,629.0,1011.0,682.0,12.3,62.7,0.8947,1114.0
6958,7238,1017.0,4.0,712.0,827.0,829.0,11.4,66.6,0.8948,1147.0
6959,7239,1108.0,6.2,823.0,720.0,961.0,11.1,70.2,0.9276,1247.0
6960,7240,1122.0,5.8,803.0,733.0,960.0,13.4,61.0,0.9348,1225.0
6961,7241,1099.0,6.3,826.0,739.0,940.0,15.9,52.2,0.9377,1223.0
6962,7242,1124.0,5.9,805.0,726.0,938.0,15.6,54.0,0.9515,1233.0
6963,7243,1186.0,8.5,921.0,660.0,1040.0,16.3,51.5,0.9462,1310.0
6964,7244,1096.0,6.2,819.0,733.0,904.0,16.5,50.8,0.9442,1238.0
6965,7245,1120.0,6.4,829.0,725.0,910.0,16.3,51.9,0.9535,1259.0
6966,7246,1185.0,7.9,893.0,666.0,1011.0,16.2,53.0,0.9687,1312.0
6967,7247,1173.0,7.7,885.0,685.0,1038.0,15.6,54.8,0.966,1288.0
6968,7248,1221.0,8.9,935.0,642.0,1144.0,14.5,57.5,0.944,1323.0
6969,7249,1330.0,12.4,1063.0,578.0,1352.0,14.0,60.1,0.9566,1419.0
6970,7250,1325.0,11.3,1027.0,591.0,1365.0,13.5,63.0,0.9686,1394.0
6971,7251,1195.0,8.4,915.0,666.0,1245.0,12.6,65.4,0.9529,1295.0
6972,7252,1150.0,7.3,869.0,694.0,1203.0,12.0,67.5,0.9413,1252.0
6973,7253,1145.0,5.9,806.0,736.0,1120.0,10.5,72.0,0.912,1207.0
6974,7254,1041.0,4.3,729.0,819.0,972.0,10.0,70.9,0.8706,1130.0
6975,7255,1032.0,3.6,687.0,867.0,878.0,9.8,70.7,0.8571,1109.0
6976,7256,1010.0,3.1,661.0,881.0,853.0,8.0,75.0,0.8098,1100.0
6977,7257,951.0,2.5,620.0,938.0,779.0,7.9,75.1,0.805,1077.0
6978,7258,944.0,2.5,617.0,944.0,766.0,7.0,77.3,0.7782,1039.0
6979,7259,862.0,1.4,540.0,1110.0,670.0,7.2,74.4,0.7581,999.0
6980,7260,909.0,1.8,567.0,1049.0,694.0,6.7,75.0,0.7418,993.0
6981,7261,965.0,3.1,659.0,973.0,739.0,6.4,76.3,0.7389,1059.0
6982,7262,1102.0,7.6,884.0,719.0,940.0,6.0,78.5,0.7377,1218.0
6983,7263,1226.0,15.3,1157.0,552.0,1201.0,6.3,77.4,0.7452,1464.0
6984,7264,1132.0,9.3,950.0,659.0,1106.0,7.7,73.8,0.7769,1253.0
6985,7265,1183.0,11.0,1013.0,632.0,1186.0,10.2,61.5,0.7638,1306.0
6986,7266,1211.0,10.6,998.0,605.0,1302.0,11.3,58.1,0.7743,1298.0
6987,7267,1253.0,11.4,1030.0,590.0,1368.0,10.6,62.3,0.7981,1351.0
6988,7268,1311.0,13.1,1088.0,563.0,1452.0,11.1,62.0,0.8199,1402.0
6989,7269,1341.0,14.8,1142.0,536.0,1537.0,12.6,57.7,0.8387,1454.0
6990,7270,1432.0,16.5,1195.0,509.0,1651.0,13.3,56.2,0.8548,1513.0
6991,7271,1404.0,16.5,1195.0,499.0,1623.0,11.2,65.3,0.8639,1501.0
6992,7272,1493.0,21.5,1337.0,466.0,1742.0,8.8,74.6,0.8434,1638.0
6993,7273,1478.0,22.2,1357.0,473.0,1639.0,7.2,78.5,0.803,1652.0
6994,7274,1411.0,20.5,1311.0,487.0,1537.0,6.5,80.0,0.7789,1589.0
6995,7275,1387.0,17.7,1231.0,523.0,1463.0,5.8,83.8,0.7768,1487.0
